V1/V2   netlist                                                                      MAX err  AVG err
 2.385  (vin_1,1_0,1_0,1_out,out_0,0_gnd,0_3,3_gnd)                                       48       14
 2.385  (vin_1,1_0,1_2,2_0,2_0,2_out,out_0,0_gnd)                                         53       15
 2.385  (vin_out,out_gnd,out_1,1_2,2_gnd,2_3,3_gnd,3_gnd)                                 58       14
 2.385  (vin_0,vin_0,vin_1,1_0,1_2,2_0,0_out,out_gnd)                                     58       14
 2.385  (vin_1,1_out,1_out,1_2,2_out,2_3,3_out,out_gnd)                                   58       14
 2.400  (vin_0,0_out,out_2,2_gnd,2_gnd,2_3,3_4,4_gnd)                                     40       14
 2.400  (vin_1,1_out,out_2,2_gnd,2_gnd,2_3,3_4,4_gnd)                                     40       14
 2.400  (vin_1,1_out,out_0,0_gnd,0_gnd,0_3,3_4,4_gnd)                                     40       14
 2.400  (vin_out,vin_1,1_2,2_out,2_out,2_out,out_gnd,out_gnd)                             40       14
 2.400  (vin_1,1_out,out_0,out_0,out_3,3_4,4_0,0_gnd)                                     40       14
 2.400  (vin_out,out_gnd,out_1,1_2,2_gnd,2_gnd)                                           58       19
 2.400  (vin_0,vin_0,vin_1,1_0,0_out,out_gnd)                                             58       19
 2.400  (vin_1,1_out,1_out,1_2,2_out,out_gnd)                                             58       19
 2.417  (vin_0,vin_0,0_1,1_gnd,0_out,out_3,3_gnd,3_gnd)                                   34       16
 2.417  (vin_1,1_2,1_2,2_0,2_0,2_out,out_0,0_gnd)                                         48       14
 2.417  (vin_1,1_0,1_2,2_0,2_3,3_out,out_0,0_gnd)                                         53       15
 2.417  (vin_out,out_1,1_gnd,1_gnd,out_2,2_gnd,2_gnd,2_gnd)                               58       14
 2.417  (vin_out,out_gnd,out_1,1_2,2_gnd,2_gnd,2_3,3_gnd)                                 58       14
 2.417  (vin_0,vin_0,vin_1,1_2,2_0,2_0,0_out,out_gnd)                                     58       14
 2.417  (vin_1,vin_2,2_1,1_out,1_3,3_4,4_out,out_gnd)                                     58       14
 2.417  (vin_1,1_out,1_out,1_2,2_3,3_out,3_out,out_gnd)                                   58       14
 2.429  (vin_1,1_2,2_3,3_0,3_out,out_0,0_5,5_gnd)                                         25       14
 2.429  (vin_0,0_out,out_2,2_gnd,2_gnd,2_3,3_gnd)                                         42       16
 2.429  (vin_1,1_out,out_2,2_gnd,2_gnd,2_3,3_gnd)                                         42       16
 2.429  (vin_1,1_out,out_0,0_gnd,0_gnd,0_3,3_gnd)                                         42       16
 2.429  (vin_out,vin_1,1_2,2_out,2_out,out_gnd,out_gnd)                                   42       16
 2.429  (vin_1,1_out,out_0,out_0,out_3,3_0,0_gnd)                                         42       16
 2.429  (vin_0,0_1,0_out,out_1,1_gnd,1_3,3_gnd,3_gnd)                                     44       15
 2.429  (vin_1,1_0,1_out,out_0,0_gnd,0_3,3_gnd,3_gnd)                                     44       15
 2.429  (vin_1,1_0,1_2,2_3,3_4,4_out,out_0,0_gnd)                                         50       15
 2.429  (vin_1,1_0,1_2,2_0,2_out,out_0,out_0,0_gnd)                                       54       15
 2.429  (vin_out,out_1,out_1,1_gnd,1_gnd,1_gnd,1_gnd,1_gnd)                               58       14
 2.429  (vin_out,out_0,out_0,0_gnd,0_gnd,0_gnd,0_gnd,0_gnd)                               58       14
 2.429  (vin_out,out_0,out_0,out_0,out_0,out_0,0_gnd,0_gnd)                               58       14
 2.429  (vin_1,1_out,vin_2,2_3,3_4,4_5,5_out,out_gnd)                                     58       14
 2.429  (vin_out,out_gnd,out_1,1_2,2_gnd,2_gnd,2_gnd)                                     58       16
 2.429  (vin_0,vin_0,vin_1,1_2,2_0,0_out,out_gnd)                                         58       16
 2.429  (vin_1,1_out,1_out,1_2,2_3,3_out,out_gnd)                                         58       16
 2.444  (vin_0,vin_1,1_0,0_gnd,0_out,out_3,3_4,4_gnd)                                     36       17
 2.444  (vin_0,vin_0,vin_0,0_gnd,0_out,out_2,2_gnd,2_gnd)                                 36       17
 2.444  (vin_out,out_gnd,out_1,1_2,2_gnd,2_gnd,2_gnd,2_gnd)                               59       14
 2.444  (vin_0,vin_0,vin_1,1_2,2_3,3_0,0_out,out_gnd)                                     59       14
 2.444  (vin_1,1_out,1_out,1_2,2_3,3_4,4_out,out_gnd)                                     59       14
 2.455  (vin_1,1_out,out_0,1_3,3_4,4_0,0_gnd,0_gnd)                                       37       15
 2.455  (vin_0,0_out,out_2,2_gnd,2_gnd,2_3,3_gnd,3_gnd)                                   43       14
 2.455  (vin_1,1_out,out_2,2_gnd,2_gnd,2_3,3_gnd,3_gnd)                                   43       14
 2.455  (vin_1,1_out,out_0,0_gnd,0_gnd,0_3,3_gnd,3_gnd)                                   43       14
 2.455  (vin_out,vin_1,1_2,2_out,2_3,3_out,out_gnd,out_gnd)                               43       14
 2.455  (vin_1,1_out,out_0,out_0,out_3,3_0,3_0,0_gnd)                                     43       14
 2.455  (vin_1,1_0,1_0,1_out,out_3,3_0,0_gnd,0_gnd)                                       51       15
 2.455  (vin_1,1_0,1_2,2_out,out_0,out_0,out_0,0_gnd)                                     53       15
 2.455  (vin_out,out_gnd,out_1,1_2,2_gnd,1_3,3_4,4_gnd)                                   59       14
 2.455  (vin_0,vin_1,vin_1,1_0,1_0,1_0,0_out,out_gnd)                                     59       14
 2.455  (vin_1,1_out,1_2,1_2,2_out,2_out,2_out,out_gnd)                                   59       14
 2.462  (vin_1,1_2,2_0,1_3,3_0,3_out,out_0,0_gnd)                                         50       15
 2.462  (vin_out,out_gnd,out_1,1_2,1_2,2_gnd,2_3,3_gnd)                                   59       14
 2.462  (vin_0,vin_1,1_0,vin_2,2_0,2_0,0_out,out_gnd)                                     59       14
 2.462  (vin_1,1_out,1_2,2_out,1_3,3_out,3_out,out_gnd)                                   59       14
 2.500  (vin_0,0_out,out_2,2_gnd,out_3,3_4,4_5,5_gnd)                                     29       14
 2.500  (vin_0,0_out,out_2,out_3,3_2,2_gnd,2_4,4_gnd)                                     29       14
 2.500  (vin_0,0_1,1_out,out_3,3_4,4_gnd,3_5,5_gnd)                                       29       14
 2.500  (vin_0,0_1,1_out,out_3,3_4,3_4,4_gnd,4_gnd)                                       29       14
 2.500  (vin_1,1_out,out_2,out_3,3_2,2_gnd,2_4,4_gnd)                                     29       14
 2.500  (vin_1,1_0,0_out,out_3,3_4,4_gnd,3_5,5_gnd)                                       29       14
 2.500  (vin_1,1_0,0_out,out_3,3_4,3_4,4_gnd,4_gnd)                                       29       14
 2.500  (vin_1,1_out,out_2,2_gnd,out_3,3_4,4_5,5_gnd)                                     29       14
 2.500  (vin_out,vin_out,out_gnd,out_gnd,out_1,out_1,1_gnd,1_gnd)                         29       14
 2.500  (vin_out,vin_out,out_gnd,out_gnd,out_1,1_gnd,out_2,2_gnd)                         29       14
 2.500  (vin_1,1_2,2_out,out_3,3_4,4_gnd,3_5,5_gnd)                                       29       14
 2.500  (vin_1,1_2,2_out,out_3,3_4,3_4,4_gnd,4_gnd)                                       29       14
 2.500  (vin_1,vin_1,1_0,1_0,0_2,2_out,out_4,4_gnd)                                       29       14
 2.500  (vin_1,1_2,2_out,out_0,0_4,0_4,4_gnd,4_gnd)                                       29       14
 2.500  (vin_1,1_2,2_out,out_0,0_4,4_gnd,0_5,5_gnd)                                       29       14
 2.500  (vin_1,1_0,vin_2,2_0,0_3,3_out,out_5,5_gnd)                                       29       14
 2.500  (vin_0,vin_0,vin_0,vin_0,0_out,0_out,out_gnd,out_gnd)                             29       14
 2.500  (vin_1,1_2,2_0,1_3,3_0,0_out,out_5,5_gnd)                                         29       14
 2.500  (vin_1,1_2,1_2,2_0,2_0,0_out,out_4,4_gnd)                                         29       14
 2.500  (vin_1,1_out,out_0,out_3,3_0,0_gnd,0_4,4_gnd)                                     29       14
 2.500  (vin_1,1_2,2_out,out_0,out_0,0_4,4_gnd,4_gnd)                                     29       14
 2.500  (vin_out,vin_1,vin_1,1_out,1_out,out_gnd,out_gnd,out_gnd)                         29       14
 2.500  (vin_out,vin_1,1_out,vin_2,2_out,out_gnd,out_gnd,out_gnd)                         29       14
 2.500  (vin_1,vin_1,1_out,1_out,1_out,1_out,out_gnd,out_gnd)                             29       14
 2.500  (vin_1,1_2,2_3,3_out,2_4,4_out,out_5,5_gnd)                                       29       14
 2.500  (vin_1,1_2,2_3,2_3,3_out,3_out,out_4,4_gnd)                                       29       14
 2.500  (vin_1,1_2,2_out,out_4,4_0,4_0,0_gnd,0_gnd)                                       29       14
 2.500  (vin_1,1_out,1_out,vin_2,2_out,2_out,out_gnd,out_gnd)                             29       14
 2.500  (vin_1,1_2,2_out,out_4,4_0,out_5,5_0,0_gnd)                                       29       14
 2.500  (vin_1,1_2,2_out,out_4,out_4,4_0,4_0,0_gnd)                                       29       14
 2.500  (vin_0,0_1,1_out,out_3,3_gnd)                                                     29       23
 2.500  (vin_1,1_0,0_out,out_3,3_gnd)                                                     29       23
 2.500  (vin_out,vin_out,out_gnd,out_gnd,out_gnd)                                         29       23
 2.500  (vin_0,vin_0,0_gnd,0_out,out_2,2_gnd)                                             29       23
 2.500  (vin_1,1_2,2_out,out_3,3_gnd)                                                     29       23
 2.500  (vin_1,1_2,2_out,out_0,0_gnd)                                                     29       23
 2.500  (vin_0,vin_0,0_1,1_out,out_3,3_gnd,3_4,4_gnd)                                     35       14
 2.500  (vin_1,1_0,1_0,0_out,out_3,3_gnd,3_4,4_gnd)                                       35       14
 2.500  (vin_1,1_2,2_out,2_out,out_3,3_gnd,3_4,4_gnd)                                     35       14
 2.500  (vin_out,vin_1,1_out,1_out,out_gnd,out_gnd,out_2,2_gnd)                           35       14
 2.500  (vin_1,1_2,2_out,2_out,out_0,out_4,4_0,0_gnd)                                     35       14
 2.500  (vin_0,0_out,0_out,out_2,2_gnd,out_3,3_gnd)                                       39       17
 2.500  (vin_0,0_out,0_out,out_2,out_2,2_gnd,2_gnd)                                       39       17
 2.500  (vin_0,vin_0,0_out,0_out,out_gnd,out_2,2_gnd)                                     39       17
 2.500  (vin_0,vin_0,0_out,out_2,2_gnd,out_3,3_gnd)                                       39       17
 2.500  (vin_0,vin_0,0_out,out_2,out_2,2_gnd,2_gnd)                                       39       17
 2.500  (vin_1,1_out,1_out,out_2,out_2,2_gnd,2_gnd)                                       39       17
 2.500  (vin_1,1_out,1_out,out_2,2_gnd,out_3,3_gnd)                                       39       17
 2.500  (vin_1,vin_1,1_out,1_out,out_gnd,out_2,2_gnd)                                     39       17
 2.500  (vin_1,1_out,vin_2,2_out,out_gnd,out_3,3_gnd)                                     39       17
 2.500  (vin_1,1_out,out_0,1_3,3_0,0_gnd,0_gnd)                                           39       17
 2.500  (vin_1,1_2,2_0,1_out,out_0,0_gnd,0_gnd)                                           39       17
 2.500  (vin_1,1_out,1_out,out_0,out_0,0_gnd,0_gnd)                                       39       17
 2.500  (vin_1,1_2,2_0,2_out,out_4,4_0,0_gnd)                                             39       18
 2.500  (vin_0,0_out,out_2,2_gnd,0_3,3_4,4_gnd)                                           39       19
 2.500  (vin_0,0_1,1_2,2_gnd,0_out,out_4,4_gnd)                                           39       19
 2.500  (vin_0,0_1,1_gnd,0_out,out_3,3_4,4_gnd,4_gnd)                                     43       16
 2.500  (vin_1,1_2,2_0,1_3,3_4,4_out,out_0,0_gnd)                                         44       15
 2.500  (vin_1,1_2,1_3,3_2,2_0,2_out,out_0,0_gnd)                                         44       15
 2.500  (vin_0,0_out,out_2,2_gnd,2_gnd,2_gnd)                                             44       19
 2.500  (vin_1,1_out,out_2,2_gnd,2_gnd,2_gnd)                                             44       19
 2.500  (vin_1,1_out,out_0,0_gnd,0_gnd,0_gnd)                                             44       19
 2.500  (vin_out,vin_1,1_2,2_out,out_gnd,out_gnd)                                         44       19
 2.500  (vin_1,1_out,out_0,out_0,out_0,0_gnd)                                             44       19
 2.500  (vin_1,1_0,1_out,out_3,3_0,0_gnd,0_gnd,0_gnd)                                     47       16
 2.500  (vin_1,1_0,1_2,2_3,3_out,out_0,out_0,0_gnd)                                       53       15
 2.500  (vin_1,1_0,1_2,2_3,3_0,3_out,out_0,0_gnd)                                         54       15
 2.500  (vin_0,vin_0,vin_0,vin_0,0_out,out_gnd,0_2,2_gnd)                                 54       16
 2.500  (vin_0,vin_0,vin_0,vin_0,0_1,1_gnd,0_out,out_gnd)                                 54       16
 2.500  (vin_out,out_1,out_1,out_1,1_gnd,1_gnd,1_gnd)                                     59       17
 2.500  (vin_out,out_1,1_gnd,out_2,out_2,2_gnd,2_gnd)                                     59       17
 2.500  (vin_out,out_1,1_gnd,out_2,2_gnd,out_3,3_gnd)                                     59       17
 2.500  (vin_out,out_gnd,out_1,1_2,2_gnd,1_3,3_gnd)                                       59       17
 2.500  (vin_out,out_gnd,out_1,1_2,1_2,2_gnd,2_gnd)                                       59       17
 2.500  (vin_out,out_0,out_0,out_0,0_gnd,0_gnd,0_gnd)                                     59       17
 2.500  (vin_0,vin_1,vin_1,1_0,1_0,0_out,out_gnd)                                         59       17
 2.500  (vin_0,vin_1,1_0,vin_2,2_0,0_out,out_gnd)                                         59       17
 2.500  (vin_1,vin_1,1_2,2_out,1_3,3_out,out_gnd)                                         59       17
 2.500  (vin_1,vin_1,1_2,1_2,2_out,2_out,out_gnd)                                         59       17
 2.500  (vin_1,1_out,1_2,1_2,2_out,2_out,out_gnd)                                         59       17
 2.500  (vin_1,1_out,1_2,2_out,1_3,3_out,out_gnd)                                         59       17
 2.500  (vin_1,1_2,2_out,vin_3,3_4,4_out,out_gnd)                                         59       17
 2.500  (vin_out,out_gnd,out_1,1_gnd)                                                     59       29
 2.500  (vin_0,vin_0,0_out,out_gnd)                                                       59       29
 2.500  (vin_1,1_out,1_out,out_gnd)                                                       59       29
 2.538  (vin_1,1_out,out_0,1_3,3_0,3_0,0_gnd,0_gnd)                                       42       15
 2.538  (vin_out,out_gnd,out_1,1_2,2_gnd,1_3,3_gnd,3_gnd)                                 60       15
 2.538  (vin_0,vin_1,vin_1,1_0,1_2,2_0,0_out,out_gnd)                                     60       15
 2.538  (vin_1,1_out,1_2,1_2,2_out,2_3,3_out,out_gnd)                                     60       15
 2.545  (vin_1,1_2,2_0,1_3,3_out,out_0,out_0,0_gnd)                                       49       15
 2.545  (vin_out,out_gnd,out_1,1_2,1_2,2_gnd,2_gnd,2_gnd)                                 60       15
 2.545  (vin_0,vin_1,1_0,vin_2,2_3,3_0,0_out,out_gnd)                                     60       15
 2.545  (vin_1,1_out,1_2,2_out,1_3,3_4,4_out,out_gnd)                                     60       15
 2.556  (vin_out,vin_1,1_out,out_gnd,out_gnd,out_2,2_3,3_gnd)                             40       15
 2.556  (vin_0,vin_0,vin_0,0_1,1_out,out_3,3_gnd,3_gnd)                                   40       15
 2.556  (vin_1,1_0,1_0,1_0,0_out,out_3,3_gnd,3_gnd)                                       40       15
